Date,Ticker,Open,High,Low,Close,Volume
2023-02-17,AAPL,150.46067113597059,151.1026042766419,148.97927305482702,150.65818786621094,59144100
2023-02-21,AAPL,148.33731221810694,149.4236767462983,146.56951728902385,146.63864135742188,58867200
2023-02-22,AAPL,147.02379633351947,148.0904046122651,145.3350111943411,147.0633087158203,51011300
2023-02-23,AAPL,148.22867140254277,148.47557105445037,145.41402441253163,147.54722595214844,48394200
2023-02-24,AAPL,145.28559728630728,145.36460696451104,143.9128361503219,144.89056396484375,55469600
2023-02-27,AAPL,145.8781840387877,147.32006943922315,145.6213987790375,146.0855712890625,44998500
2023-02-28,AAPL,145.22638831235219,147.23121241896578,145.0091153980784,145.58192443847656,50547000
2023-03-01,AAPL,145.00907308036537,145.4041064076396,143.21163678129003,143.50791931152344,55479000
2023-03-02,AAPL,142.58950014966683,144.89060684866965,142.11544194013547,144.10052490234375,52238100
2023-03-03,AAPL,146.20408774818284,149.236022634522,145.50290119247913,149.15701293945312,70732300
2023-03-06,AAPL,151.88275935147126,154.36164111130708,151.55686512341583,151.92227172851562,87558000
2023-03-07,AAPL,151.79388801539042,152.11979733212814,149.25576768015293,149.71994018554688,56182000
2023-03-08,AAPL,150.91494388116536,151.5667625921133,149.94710144553787,150.9741973876953,47204800
2023-03-09,AAPL,151.65562670311525,152.62346903568368,148.3669218148619,148.7224578857422,53833600
2023-03-10,AAPL,148.3472018339828,149.06814463866203,145.77943928176788,146.6584014892578,68572400
2023-03-13,AAPL,145.97692732623966,151.24082897559975,145.86829089184172,148.60394287109375,84457100
2023-03-14,AAPL,149.40392576424304,151.49763012479718,148.2385665656885,150.6976776123047,73695900
2023-03-15,AAPL,149.31500178328344,151.34945203904152,148.06074761868828,151.09268188476562,77167900
2023-03-16,AAPL,150.27301025301884,154.51968735037045,149.7594547490333,153.91725158691406,76161100
2023-03-17,AAPL,154.1443976469308,154.79621636647911,152.36671707978053,153.07778930664062,98944600
2023-03-20,AAPL,153.14692183341302,155.86281797805782,152.23831786199295,155.44801330566406,73641400
2023-03-21,AAPL,155.36900288355957,157.4231944974596,154.59866219140062,157.3046875,73938300
2023-03-22,AAPL,157.32448253723237,160.12925934644002,155.85295498733328,155.87271118164062,75701800
2023-03-23,AAPL,156.86029458739586,159.54656410725272,155.72454710395584,156.95904541015625,67622100
2023-03-24,AAPL,156.88990343786057,158.35154504613158,155.8924343453171,158.26266479492188,59196500
2023-03-27,AAPL,157.95651005912973,158.77621864094067,155.9121738846932,156.3170928955078,52390300
2023-03-28,AAPL,156.01093927220384,156.52449472162644,154.04561279409856,155.6949005126953,45992200
2023-03-29,AAPL,157.39356766192319,159.0527409732352,157.37382654206215,158.77621459960938,51305700
2023-03-30,AAPL,159.5267880006936,160.45513302219786,159.27001781009866,160.34649658203125,49501700
2023-03-31,AAPL,160.42549668949934,162.95374634284104,159.9020707098414,162.85498046875,68749800
2023-04-03,AAPL,162.23280658606208,164.22774466628186,162.18342364813336,164.10923767089844,56976200
2023-04-04,AAPL,164.5339454319251,164.77095946962157,163.06241797980005,163.5759735107422,46278300
2023-04-05,AAPL,162.69699871298138,163.00315186770885,159.79345641920935,161.72914123535156,51511700
2023-04-06,AAPL,160.41561028699388,162.9142482495303,159.99095018347427,162.6179656982422,45390100
2023-04-10,AAPL,159.41816361866267,160.02059936523438,158.09478511621296,160.02059936523438,47716900
2023-04-11,AAPL,160.33664331436313,160.34651387560373,158.5194503856298,158.8058624267578,47644200
2023-04-12,AAPL,159.22062264903255,160.05020172687142,157.798478475848,158.11451721191406,50133100
2023-04-13,AAPL,159.62556544083142,163.74384976611952,159.4181631056541,163.50682067871094,68445600
2023-04-14,AAPL,162.5488419808256,164.25739832506682,161.78840194622364,163.16116333007812,49386500
2023-04-17,AAPL,163.04264500551295,163.33892759169828,161.99579292794192,163.180908203125,41516200
2023-04-18,AAPL,164.04012619342146,165.33387789076258,163.5956947875371,164.40553283691406,49923000
2023-04-19,AAPL,163.74385542338587,166.07458878664085,163.48707013576512,165.55116271972656,47720200
2023-04-20,AAPL,164.03024493447634,165.78816920558748,163.50681889136789,164.5832977294922,52456400
2023-04-21,AAPL,163.00315275355902,164.38578477260316,162.45009994594136,162.97352600097656,58337300
2023-04-24,AAPL,162.95376899838274,163.54633418620037,161.85753394961128,163.27967834472656,41949600
2023-04-25,AAPL,163.1414017604714,164.2475072794641,161.69950129216383,161.739013671875,48714100
2023-04-26,AAPL,161.0378252295865,163.23029532612622,160.78105501874768,161.72914123535156,45498800
2023-04-27,AAPL,163.14140369362494,166.4696059197472,163.14140369362494,166.32147216796875,64902300
2023-04-28,AAPL,166.40048449959994,167.74361912541863,165.79804878354395,167.57571411132812,55275900
2023-05-01,AAPL,167.180693761707,168.33618234272492,166.54863124552048,167.48684692382812,52472900
2023-05-02,AAPL,167.98060964831367,168.2373948789832,165.4622306932786,166.4498291015625,48425700
2023-05-03,AAPL,167.3979472668269,168.80033534118735,165.08697037258037,165.3733673095703,65136000
2023-05-04,AAPL,162.84513031273676,164.96846124572582,162.27232132426357,163.7339630126953,81235400
2023-05-05,AAPL,168.85958887715515,172.13842316096267,168.64231599957478,171.41748046875,113453200
2023-05-08,AAPL,170.34097301845657,171.6939931151052,169.9755664215469,171.34832763671875,55962800
2023-05-09,AAPL,170.90392591816433,171.38783954566773,169.47191108630196,169.63980102539062,45326900
2023-05-10,AAPL,170.87431142683658,171.87178057282452,169.76819076413835,171.40760803222656,53724500
2023-05-11,AAPL,171.69399597502493,172.4248091810175,170.03482274851166,171.59523010253906,49514700
2023-05-12,AAPL,171.70403494878815,172.13918180226995,169.11295243629542,170.66563415527344,45533100
2023-05-15,AAPL,171.2490949935239,171.29854623618587,169.57774258819362,170.17112731933594,37266700
2023-05-16,AAPL,170.0920083491569,171.229311478379,169.90410268128184,170.17112731933594,42110300
2023-05-17,AAPL,169.8151510049388,171.02167416751467,168.5393779731515,170.78433227539062,57951600
2023-05-18,AAPL,171.09087517456516,173.30616130301183,170.6755118549318,173.11825561523438,65496700
2023-05-19,AAPL,174.44347306887536,174.44347306887536,173.00947735219142,173.22705078125,55809500
2023-05-22,AAPL,172.06006024351018,172.78201528070161,171.5359102025042,172.2776336669922,43570900
2023-05-23,AAPL,171.21942956296672,171.46667068919274,169.38983919273392,169.666748046875,50747300
2023-05-24,AAPL,169.20192594652394,170.51725049000234,168.6382240509761,169.9436492919922,45143500
2023-05-25,AAPL,170.50739236656926,171.98093998050487,169.79533663873903,171.08099365234375,56058300
2023-05-26,AAPL,171.40734829469508,173.83030849826073,171.19965909306288,173.49404907226562,54835000
2023-05-30,AAPL,175.00718521743593,177.01478218217846,174.62148962052487,175.3434295654297,55964400
2023-05-31,AAPL,175.3731100748192,177.37082297149757,174.80939295881248,175.2939910888672,99625300
2023-06-01,AAPL,175.73900583250884,178.13229834590607,174.97749886766357,178.10263061523438,68901800
2023-06-02,AAPL,179.03225923715402,179.77398268262323,177.2817876805341,178.95314025878906,61996900
2023-06-05,AAPL,180.61458064640706,182.90897030198119,176.07522239457762,177.59823608398438,121946500
2023-06-06,AAPL,177.98396853821802,178.1323071989488,175.47198988688834,177.23236083984375,64848400
2023-06-07,AAPL,176.47084977063176,179.21028600208987,175.36321422162453,175.85769653320312,61944600
2023-06-08,AAPL,175.93678298136524,178.84434109966037,175.50165126625262,178.57733154296875,50214900
2023-06-09,AAPL,179.4970621604222,180.21900204187077,178.6366678484163,178.96302795410156,48900000
2023-06-12,AAPL,179.26963019609002,181.86071280602803,178.97293777661235,181.76181030273438,54274900
2023-06-13,AAPL,180.78272761470595,182.11782073883157,180.4266997635254,181.28709411621094,54929100
2023-06-14,AAPL,181.34647306009327,182.35522139538557,180.01137961583527,181.92007446289062,57462900
2023-06-15,AAPL,181.92991030210706,184.4616569275189,181.75188885073268,183.957275390625,65433200
2023-06-16,AAPL,184.669341613924,184.9264820484004,182.2364973319158,182.8793182373047,101256200
2023-06-20,AAPL,182.37495308855412,184.0463055632048,182.37495308855412,182.96832275390625,49799100
2023-06-21,AAPL,182.85956101105992,183.363942649416,180.57505504326872,181.92994689941406,49515700
2023-06-22,AAPL,181.7123518491607,184.98582209518955,181.64311708726814,184.93637084960938,51245300
2023-06-23,AAPL,183.50236866585945,185.49018190726844,182.96831937745645,184.61988830566406,53117000
2023-06-26,AAPL,184.76824612936457,185.97478407089304,183.18589683511047,183.2254638671875,48088700
2023-06-27,AAPL,183.83865897105906,186.31107087560846,183.62108551622634,185.98471069335938,50730800
2023-06-28,AAPL,185.8561194768788,187.80438104509085,185.52977442185306,187.16156005859375,51216800
2023-06-29,AAPL,186.9934209820816,187.9725013298976,186.85496654717443,187.49778747558594,46347300
2023-06-30,AAPL,189.51527911897426,192.33381899614628,189.1493519786864,191.82945251464844,85213200
2023-07-03,AAPL,191.64156130508144,191.74046380244184,189.64384856353968,190.3361358642578,31458200
2023-07-05,AAPL,189.45595434700246,190.8503829545932,188.51642591121868,189.21859741210938,46920300
2023-07-06,AAPL,187.74505196417672,189.90100282202306,187.11211517011608,189.6933135986328,45094300
2023-07-07,AAPL,189.29769958287028,190.5437894270152,188.140612922507,188.57574462890625,46815000
2023-07-10,AAPL,187.17141585961895,187.89337080979294,184.97591346212693,186.52859497070312,59922200
2023-07-11,AAPL,187.07253909809666,187.21099353236755,184.54079224834234,186.00445556640625,46638100
2023-07-12,AAPL,187.58677823550266,189.5844907414315,186.3901396467477,187.67579650878906,60750200
2023-07-13,AAPL,188.3977344373199,189.08012234659634,187.68567880071848,188.43728637695312,41342300
2023-07-14,AAPL,188.13073248396137,189.07024584013215,187.53736277551775,188.58566284179688,41616200
2023-07-17,AAPL,189.7823259242556,192.17563385385932,189.69332272012437,191.84927368164062,50520200
2023-07-18,AAPL,191.21630577539946,192.18548682934457,190.2965608776665,191.59210205078125,48288200
2023-07-19,AAPL,190.96907695660155,196.0424552700726,190.52403079875788,192.94700622558594,80507300
2023-07-20,AAPL,192.93711105379268,194.30188710755215,190.37569621729313,190.99874877929688,59581200
2023-07-21,AAPL,191.95803606721273,192.8184304455329,189.11969738642375,189.82186889648438,71951700
2023-07-24,AAPL,191.27564505606543,192.759091941705,190.1284425094743,190.6229248046875,45377800
2023-07-25,AAPL,191.19651381171818,192.29426504028103,190.7910347339605,191.48330688476562,37283200
2023-07-26,AAPL,191.53276478098633,193.48102617402893,191.18663623876353,192.35360717773438,47471900
2023-07-27,AAPL,193.85685736898512,195.02382842734414,190.4251487828704,191.08775329589844,47460200
2023-07-28,AAPL,192.5217427199515,194.4601200346163,191.99759267326004,193.6689453125,48291400
2023-07-31,AAPL,193.89640887829788,194.3216715292241,193.10523413200033,194.2821044921875,38824100
2023-08-01,AAPL,194.07440747187567,194.55899044039094,193.12499487022708,193.45135498046875,35175100
2023-08-02,AAPL,192.88764791924382,193.026102358892,189.73286353794578,190.45480346679688,50389300
2023-08-03,AAPL,189.4559433793295,190.2471029357017,188.58564975883863,189.0603485107422,61235200
2023-08-04,AAPL,183.47273360328953,185.31220853119976,179.91245468139763,179.981689453125,115956800
2023-08-07,AAPL,180.12009916893692,181.10906361378406,175.39285032979961,176.8762969970703,97576100
2023-08-08,AAPL,177.70703971354655,178.28064095471063,175.6203239410226,177.81582641601562,67823000
2023-08-09,AAPL,178.87402014653773,178.93335560733482,175.05661623443876,176.22360229492188,60378500
2023-08-10,AAPL,177.49935830249015,178.7553475423464,175.64011515660735,176.0060272216797,54686900
2023-08-11,AAPL,175.60003302807638,176.88741115774235,174.8374976677621,176.06546020507812,52036700
2023-08-14,AAPL,176.2436858942371,177.94700304207137,175.59008429106805,177.71923828125,43675600
2023-08-15,AAPL,177.14486608365337,177.73903700795614,175.33261529851168,175.72872924804688,43622600
2023-08-16,AAPL,175.41183484094861,176.80814628515878,174.78794103749047,174.85726928710938,46964900
2023-08-17,AAPL,175.42176719468313,175.78817341312092,171.7972650350441,172.31222534179688,66062900
2023-08-18,AAPL,170.62869538621166,173.40153844678508,170.29199700813362,172.79745483398438,61172200
2023-08-21,AAPL,173.37183349440417,174.4215491084137,172.05473264129324,174.1343536376953,46311900
2023-08-22,AAPL,175.34253031574917,175.95651153189084,174.54038966607246,175.51087951660156,42038900
2023-08-23,AAPL,176.78838784399545,179.78899610380492,176.6002283968818,179.3631591796875,52722800
2023-08-24,AAPL,178.91750900229638,179.3433458832632,174.30270712253693,174.66912841796875,54945800
2023-08-25,AAPL,175.65940723528453,177.41222723977137,174.1145417550287,176.87747192382812,51449600
2023-08-28,AAPL,178.34313313971825,178.83828316683332,176.8180777049469,178.44216918945312,43820700
2023-08-29,AAPL,177.95693577395411,183.10649358507428,177.75887876406125,182.3340606689453,53003900
2023-08-30,AAPL,183.14611375769312,186.0278908459401,182.9480567481202,185.82981872558594,60813900
2023-08-31,AAPL,186.01797592028328,187.2855588991337,185.66146726305777,186.0476837158203,60794500
2023-09-01,AAPL,187.65197647170007,188.07779827305947,186.45370666949987,187.6222686767578,45766500
2023-09-05,AAPL,186.45368485534252,188.13719185182467,185.79018566129048,187.8599090576172,45280000
2023-09-06,AAPL,186.57250991647675,187.01815699545173,179.70973831822653,181.13577270507812,81755800
2023-09-07,AAPL,173.48075801343515,176.4813811102254,171.8566665123906,175.83767700195312,112488800
2023-09-08,AAPL,176.6200091931817,178.49167556913386,176.06542850593996,176.45164489746094,65551300
2023-09-11,AAPL,178.32332838951461,178.5510931586707,175.61979850768685,177.62020874023438,58953100
2023-09-12,AAPL,177.7489644157226,178.38275585399316,173.12426491742679,174.58990478515625,90370200
2023-09-13,AAPL,174.79785006313273,175.58019553637163,172.2923922361182,172.52017211914062,84267900
2023-09-14,AAPL,172.31222690532334,174.39186327435525,171.89630265367322,174.0353546142578,60895800
2023-09-15,AAPL,174.76815074757482,174.78796097983732,172.13396406629226,173.31240844726562,109259500
2023-09-18,AAPL,174.76814563074643,177.64002479353724,174.46115503817452,176.2436981201172,67257600
2023-09-19,AAPL,175.79805509398693,177.88758863735939,175.41183870970377,177.33302307128906,51826900
2023-09-20,AAPL,177.52118590379774,177.95692035427507,173.69862701203755,173.7877655029297,58436200
2023-09-21,AAPL,172.8569010557525,174.5899263869401,172.1735915074449,172.24290466308594,63149100
2023-09-22,AAPL,172.97571228348323,175.36233909077248,172.36173107244514,173.09454345703125,56725400
2023-09-25,AAPL,172.51027081019092,175.2534062611611,172.46075278406465,174.37203979492188,46172700
2023-09-26,AAPL,173.1242507509963,173.50055447022797,169.99489916963813,170.2919921875,64588900
2023-09-27,AAPL,170.94559986493434,171.3615240971404,167.41023633579258,168.77684020996094,66921800
2023-09-28,AAPL,167.69740591218968,170.36131544966938,165.99408862675534,169.03431701660156,56294400
2023-09-29,AAPL,170.35142654777866,171.39124466953126,168.68771453081845,169.54928588867188,51861100
2023-10-02,AAPL,169.55916323919894,172.60928898108386,169.27196778388654,172.0646209716797,52164500
2023-10-03,AAPL,170.589126504925,171.94584820928594,169.16310674703394,170.72776794433594,49594600
2023-10-04,AAPL,169.43043127173715,172.5201776911012,169.31160010164683,171.9755096435547,53020300
2023-10-05,AAPL,172.1042477774046,173.74814957044222,171.00501406167223,173.21339416503906,48527900
2023-10-06,AAPL,172.1141468247828,176.26350633418187,171.50015053588783,175.7683563232422,57266700
2023-10-09,AAPL,175.09495269037185,177.3132302836497,174.09475506108697,177.25381469726562,42390800
2023-10-10,AAPL,176.37245706568626,177.97673842144718,176.2239029815132,176.65963745117188,43698000
2023-10-11,AAPL,176.4714678376734,178.10547200469523,175.87729686757618,178.0559539794922,47551100
2023-10-12,AAPL,178.32336180549302,180.57133234869775,177.3033387116547,178.9571533203125,56743100
2023-10-13,AAPL,179.6602366589199,180.1652842541005,176.41205364228972,177.11517333984375,51427100
2023-10-16,AAPL,175.0355274416581,177.34292828713865,174.79784999846225,176.98641967773438,52517000
2023-10-17,AAPL,174.93650583601004,176.6893412361662,173.1044597256959,175.43165588378906,57549400
2023-10-18,AAPL,173.87688106979198,175.8574811296678,173.41143884685883,174.1343536376953,54764400
2023-10-19,AAPL,174.33243269200634,176.11497599372035,173.49068662646167,173.75807189941406,59302900
2023-10-20,AAPL,173.60948564320893,173.718419244541,170.96538653172513,171.20306396484375,64244000
2023-10-23,AAPL,169.25219112217718,172.32211231863303,168.2816861592976,171.32191467285156,55980100
2023-10-24,AAPL,171.37144345921354,171.98542471489895,169.78695717971306,171.75765991210938,43816600
2023-10-25,AAPL,170.2127862637829,171.38133313025827,168.99470625930118,169.4403533935547,57157000
2023-10-26,AAPL,168.71741923518283,169.71763198356828,164.06301189675906,165.27117919921875,70625300
2023-10-27,AAPL,165.29099661436564,167.321114882013,165.2117707914918,166.58828735351562,58499100
2023-10-30,AAPL,167.38051344932887,169.5096524459554,167.23195938000526,168.63818359375,51131000
2023-10-31,AAPL,167.70731641765212,169.24226937820893,166.27136928302133,169.11354064941406,44846000
2023-11-01,AAPL,169.34130885799144,172.53997379429074,168.46983997695696,172.28250122070312,56934900
2023-11-02,AAPL,173.8174769968696,176.05554977286621,173.75806140886317,175.84759521484375,77334800
2023-11-03,AAPL,172.5498964006483,175.10487249469713,171.66852990822986,174.93650817871094,79829200
2023-11-06,AAPL,174.66913933099835,177.68954259678722,174.50079012453784,177.49148559570312,63841300
2023-11-07,AAPL,177.4419442386158,180.67033186387974,177.23398970359145,180.0563507080078,70530000
2023-11-08,AAPL,180.5812266581694,181.67054768588966,179.82858892219454,181.11598205566406,49340300
2023-11-09,AAPL,181.18529301725127,182.33402952271553,180.04643896103886,180.640625,53763500
2023-11-10,AAPL,182.425536381392,185.00371491529177,181.98922784820692,184.8351287841797,66133400
2023-11-13,AAPL,184.26000678217753,184.46823531200093,182.66352248721634,183.24856567382812,43627500
2023-11-14,AAPL,186.12420582715117,186.53076740007103,184.7359652497266,185.86639404296875,60108400
2023-11-15,AAPL,186.27293434959842,187.9090759241039,186.20351476330887,186.43157958984375,53790500
2023-11-16,AAPL,187.9785160308428,189.35684600106327,187.06622636374277,188.11734008789062,54412900
2023-11-17,AAPL,188.65281519385715,188.78172866103995,186.98692637498098,188.09751892089844,50922700
2023-11-20,AAPL,188.2958266614519,190.29887250675844,188.2859160609316,189.8427276611328,46505100
2023-11-21,AAPL,189.80306012274144,189.91213724546566,188.14708208188244,189.03952026367188,38134500
2023-11-22,AAPL,189.88241519518988,191.31031344701395,189.2279523730899,189.70391845703125,39617700
2023-11-24,AAPL,189.26760612757576,189.29735306155973,187.66121116968733,188.3751678466797,24048300
2023-11-27,AAPL,188.3255839995523,189.06928760823715,187.31414285514808,188.19667053222656,40552600
2023-11-28,AAPL,188.1867388581487,189.47582799498892,187.8099242301234,188.80152893066406,38415400
2023-11-29,AAPL,189.2973512852548,190.47736342450784,187.38356127369806,187.7801971435547,43014200
2023-11-30,AAPL,188.2462390361622,188.7222202024886,186.61009727764167,188.35531616210938,48794400
2023-12-01,AAPL,188.7321574179856,189.95182717598524,187.6413860046919,189.634521484375,45704800
2023-12-04,AAPL,188.3850768316175,188.454496430777,185.8763178825686,187.83969116210938,43389500
2023-12-05,AAPL,188.61314558971708,192.76795676998717,188.58338352707358,191.7961883544922,66628400
2023-12-06,AAPL,192.81752143695684,193.12491645797843,190.49717018406523,190.70541381835938,41089700
2023-12-07,AAPL,192.0044117201268,193.3629052381858,191.96473906125271,192.6390380859375,47477700
2023-12-08,AAPL,192.56962283922067,194.3446036620394,192.04407357743747,194.06695556640625,53406400
2023-12-11,AAPL,191.48882306394165,191.8656377681948,189.81300836010843,191.5582275390625,60943700
2023-12-12,AAPL,191.45905774250062,193.08528901898003,190.1104746012234,193.07537841796875,52696900
2023-12-13,AAPL,193.45216455954898,196.33773797632358,193.214189106248,196.29808044433594,70404200
2023-12-14,AAPL,196.35758232148717,197.9441408874326,194.51319682969313,196.4468231201172,66831600
2023-12-15,AAPL,195.87168903034603,196.73438033852585,195.34613971264017,195.91136169433594,128538400
2023-12-18,AAPL,194.44378607807738,194.9792611555933,192.75806090539803,194.24546813964844,55751900
2023-12-19,AAPL,194.51320107826476,195.2965622122741,194.24546354583867,195.28665161132812,40714100
2023-12-20,AAPL,195.24694969676773,196.0204001139627,193.1943359375,193.1943359375,52242800
2023-12-21,AAPL,194.4536698626075,195.42543814276274,191.8754918271264,193.0455780029297,46482500
2023-12-22,AAPL,193.54142324239356,193.76950324713707,191.34998504370557,191.97470092773438,37149600
2023-12-26,AAPL,191.9846022868164,192.2622504150879,191.21115176796184,191.42930603027344,28919300
2023-12-27,AAPL,190.87399477798158,191.87551008122907,189.48573911500236,191.5284423828125,48087700
2023-12-28,AAPL,192.51014548202977,193.0257841884141,191.5482876644632,191.95484924316406,34049900
2023-12-29,AAPL,192.27214410156537,192.76794644853246,190.1203637314106,190.9136505126953,42672100
2024-01-02,AAPL,185.57879946992125,186.8579779090344,182.34617384027908,184.08148193359375,82488700
2024-01-03,AAPL,182.67340858873573,184.31947592788424,181.8900324473893,182.70315551757812,58414500
2024-01-04,AAPL,180.62080322049852,181.552914127362,179.36147605378457,180.38282775878906,71983600
2024-01-05,AAPL,180.46214807824285,181.2256728170181,178.65742022872922,179.658935546875,62379700
2024-01-08,AAPL,180.56129720920066,184.04183940945515,179.9762540642685,184.00216674804688,59144500
2024-01-09,AAPL,182.37591925795493,183.59558869970448,181.1959073433652,183.58567810058594,42841800
2024-01-10,AAPL,182.8023278606972,184.8351053395885,182.3759299825551,184.6268768310547,46792900
2024-01-11,AAPL,184.97395820724128,185.47968635384467,182.07847392125646,184.0319366455078,49128400
2024-01-12,AAPL,184.49795490224625,185.1722539181108,183.63526371659532,184.359130859375,40477800
2024-01-16,AAPL,180.630703626113,182.71306427754865,179.4110190331086,182.08836364746094,65603000
2024-01-17,AAPL,179.74818071767538,181.39423295178236,178.78632298828933,181.14633178710938,47317400
2024-01-18,AAPL,184.52771753168435,187.55211493445296,184.26990575318283,187.04640197753906,78005800
2024-01-19,AAPL,187.74053828049293,190.3385380102556,187.23482528040057,189.95181274414062,68903000
2024-01-22,AAPL,190.68560481730813,193.69016613117572,190.64593215238241,192.2622528076172,60133900
2024-01-23,AAPL,193.38273659657744,194.1066037302182,192.2027246817267,193.5413818359375,42355600
2024-01-24,AAPL,193.77940103141137,194.73134826169684,192.7084660713482,192.86712646484375,53631300
2024-01-25,AAPL,193.5810897970112,194.62227786062397,191.48880306885755,192.53990173339844,54822100
2024-01-26,AAPL,192.63905549468925,193.1249321296598,190.3286146537771,190.80458068847656,44594000
2024-01-29,AAPL,190.39803999060732,190.58644733122568,187.9884474907554,190.12039184570312,47145600
2024-01-30,AAPL,189.33699683048337,190.18977744614463,185.89612743839433,186.46133422851562,55859400
2024-01-31,AAPL,185.46974943852436,185.5292584344751,182.8023453182215,182.85191345214844,55467800
2024-02-01,AAPL,182.44537406733116,185.38051582576702,182.27680306565713,185.29127502441406,64885400
2024-02-02,AAPL,178.35003123610636,185.75731994134992,177.74515173237538,184.2897491455078,102551700
2024-02-05,AAPL,186.5704408518845,187.66121220628375,184.27983613833493,186.10438537597656,69668800
2024-02-06,AAPL,185.291266866256,187.72069551270494,185.2020260688322,187.71078491210938,43490800
2024-02-07,AAPL,189.03949359665845,189.44605509952288,187.02653754090557,187.81982421875,53439000
2024-02-08,AAPL,187.8000228857875,187.94875754592414,185.77715585449096,186.739013671875,40962000
2024-02-09,AAPL,187.30492339729363,188.63538073939827,186.65956394365634,187.50350952148438,45155200
2024-02-12,AAPL,187.0765772861258,187.32479480430874,185.45819421957458,185.8156280517578,41781900
2024-02-13,AAPL,184.4454786725173,184.88234393093236,182.20158259974826,183.72067260742188,56529500
2024-02-14,AAPL,183.9986922104331,184.2071864451767,181.13922150541597,182.83702087402344,54630500
2024-02-15,AAPL,182.2413002337134,183.17460050228618,180.05698915939104,182.54908752441406,65434500
2024-02-16,AAPL,182.11220281800786,183.53201471208476,180.3746804207065,181.01011657714844,49752500
2024-02-20,AAPL,180.49384354523508,181.12927978468986,178.7166127841021,180.26548767089844,53665600
2024-02-21,AAPL,180.64278508736416,181.5860086349742,179.37191259479573,181.02008056640625,41371400
2024-02-22,AAPL,182.1717663105661,183.6412246810514,181.15904991333062,183.055419921875,52292200
2024-02-23,AAPL,183.6908798817894,183.72066477086588,180.9307023940782,181.21864318847656,45119700
2024-02-26,AAPL,180.94066402116508,181.4569455981047,179.36198894745647,179.8683624267578,40867400
2024-02-27,AAPL,179.8087756065873,182.60866132395924,178.27974721589908,181.32786560058594,54318900
2024-02-28,AAPL,181.20872015618278,181.81437153541262,178.84569957246276,180.12649536132812,48953900
2024-02-29,AAPL,179.97756989489093,181.26830407372196,178.2499704416867,179.46127319335938,136682600
